Measure Names,Tipo de crime,UF,Year of Ano (data),Measure Values
Números absolutos,Tentativa de estupro,BA,2014.00,327.00
Números absolutos,Tentativa de estupro,AP,2014.00,23.00
Números absolutos,Tentativa de estupro,AM,2014.00,261.00
Números absolutos,Tentativa de estupro,AL,2014.00,70.00
Números absolutos,Tentativa de estupro,AC,2014.00,
Números absolutos,Tentativa de estupro,TO,2015.00,50.00
Números absolutos,Tentativa de estupro,SP,2015.00,1335.00
Números absolutos,Tentativa de estupro,SE,2015.00,44.00
Números absolutos,Tentativa de estupro,SC,2015.00,698.00
Números absolutos,Tentativa de estupro,RS,2015.00,692.00
Números absolutos,Tentativa de estupro,RR,2015.00,50.00
Números absolutos,Tentativa de estupro,RO,2015.00,96.00
Números absolutos,Tentativa de estupro,RN,2015.00,33.00
Números absolutos,Tentativa de estupro,RJ,2015.00,487.00
Números absolutos,Tentativa de estupro,PR,2015.00,533.00
Números absolutos,Tentativa de estupro,PI,2015.00,118.00
Números absolutos,Tentativa de estupro,PE,2015.00,242.00
Números absolutos,Tentativa de estupro,PB,2015.00,20.00
Números absolutos,Tentativa de estupro,PA,2015.00,177.00
Números absolutos,Tentativa de estupro,MT,2015.00,188.00
Números absolutos,Tentativa de estupro,MS,2015.00,155.00
Números absolutos,Tentativa de estupro,MG,2015.00,696.00
Números absolutos,Tentativa de estupro,MA,2015.00,232.00
Números absolutos,Tentativa de estupro,GO,2015.00,393.00
Números absolutos,Tentativa de estupro,ES,2015.00,181.00
Números absolutos,Tentativa de estupro,DF,2015.00,75.00
Números absolutos,Tentativa de estupro,CE,2015.00,234.00
Números absolutos,Tentativa de estupro,BA,2015.00,286.00
Números absolutos,Tentativa de estupro,AP,2015.00,20.00
Números absolutos,Tentativa de estupro,AM,2015.00,113.00
Números absolutos,Tentativa de estupro,AL,2015.00,63.00
Números absolutos,Tentativa de estupro,AC,2015.00,
Números absolutos,Tentativa de estupro,TO,2016.00,34.00
Números absolutos,Tentativa de estupro,SP,2016.00,1218.00
Números absolutos,Tentativa de estupro,SE,2016.00,51.00
Números absolutos,Tentativa de estupro,SC,2016.00,702.00
Números absolutos,Tentativa de estupro,RS,2016.00,654.00
Números absolutos,Tentativa de estupro,RR,2016.00,37.00
Números absolutos,Tentativa de estupro,RO,2016.00,97.00
Números absolutos,Tentativa de estupro,RN,2016.00,52.00
Números absolutos,Tentativa de estupro,RJ,2016.00,408.00
Números absolutos,Tentativa de estupro,PR,2016.00,488.00
Números absolutos,Tentativa de estupro,PI,2016.00,160.00
Números absolutos,Tentativa de estupro,PE,2016.00,273.00
Números absolutos,Tentativa de estupro,PB,2016.00,14.00
Números absolutos,Tentativa de estupro,PA,2016.00,176.00
Números absolutos,Tentativa de estupro,MT,2016.00,163.00
Números absolutos,Tentativa de estupro,MS,2016.00,166.00
Números absolutos,Tentativa de estupro,MG,2016.00,550.00
Números absolutos,Tentativa de estupro,MA,2016.00,229.00
Números absolutos,Tentativa de estupro,GO,2016.00,321.00
Números absolutos,Tentativa de estupro,ES,2016.00,215.00
Números absolutos,Tentativa de estupro,DF,2016.00,79.00
Números absolutos,Tentativa de estupro,CE,2016.00,265.00
Números absolutos,Tentativa de estupro,BA,2016.00,
Números absolutos,Tentativa de estupro,AP,2016.00,28.00
Números absolutos,Tentativa de estupro,AM,2016.00,116.00
Números absolutos,Tentativa de estupro,AL,2016.00,52.00
Números absolutos,Tentativa de estupro,AC,2016.00,
Números absolutos,Tentativa de estupro,AC,2017.00,
Números absolutos,Tentativa de estupro,AL,2017.00,127.00
Números absolutos,Tentativa de estupro,AP,2017.00,21.00
Números absolutos,Tentativa de estupro,AM,2017.00,118.00
Números absolutos,Tentativa de estupro,BA,2017.00,416.00
Números absolutos,Tentativa de estupro,CE,2017.00,250.00
Números absolutos,Tentativa de estupro,DF,2017.00,111.00
Números absolutos,Tentativa de estupro,ES,2017.00,167.00
Números absolutos,Tentativa de estupro,GO,2017.00,357.00
Números absolutos,Tentativa de estupro,MA,2017.00,242.00
Números absolutos,Tentativa de estupro,MT,2017.00,192.00
Números absolutos,Tentativa de estupro,MS,2017.00,165.00
Números absolutos,Tentativa de estupro,MG,2017.00,628.00
Números absolutos,Tentativa de estupro,PA,2017.00,173.00
Números absolutos,Tentativa de estupro,PB,2017.00,20.00
Números absolutos,Tentativa de estupro,PR,2017.00,427.00
Números absolutos,Tentativa de estupro,PE,2017.00,227.00
Números absolutos,Tentativa de estupro,PI,2017.00,155.00
Números absolutos,Tentativa de estupro,RJ,2017.00,395.00
Números absolutos,Tentativa de estupro,RN,2017.00,33.00
Números absolutos,Tentativa de estupro,RS,2017.00,698.00
Números absolutos,Tentativa de estupro,RO,2017.00,186.00
Números absolutos,Tentativa de estupro,RR,2017.00,23.00
Números absolutos,Tentativa de estupro,SC,2017.00,757.00
Números absolutos,Tentativa de estupro,SP,2017.00,
Números absolutos,Tentativa de estupro,SE,2017.00,41.00
Números absolutos,Tentativa de estupro,TO,2017.00,68.00
