Measure Names,Tipo de crime,UF,Year of Ano (data),Measure Values
Taxas /100 mil habitantes,Estupro,RJ,2012,36.690462520
Taxas /100 mil habitantes,Estupro,PR,2012,32.290368781
Taxas /100 mil habitantes,Estupro,PI,2012,13.936816402
Taxas /100 mil habitantes,Estupro,PE,2012,23.060850108
Taxas /100 mil habitantes,Estupro,PB,2012,8.651271866
Taxas /100 mil habitantes,Estupro,PA,2012,30.436258551
Taxas /100 mil habitantes,Estupro,MT,2012,38.358339530
Taxas /100 mil habitantes,Estupro,MS,2012,53.168789373
Taxas /100 mil habitantes,Estupro,MG,2012,8.514763161
Taxas /100 mil habitantes,Estupro,MA,2012,14.359211642
Taxas /100 mil habitantes,Estupro,GO,2012,7.756415754
Taxas /100 mil habitantes,Estupro,ES,2012,17.084669831
Taxas /100 mil habitantes,Estupro,DF,2012,31.682029762
Taxas /100 mil habitantes,Estupro,CE,2012,17.044646529
Taxas /100 mil habitantes,Estupro,BA,2012,16.794613048
Taxas /100 mil habitantes,Estupro,AP,2012,53.275393445
Taxas /100 mil habitantes,Estupro,AM,2012,27.559652882
Taxas /100 mil habitantes,Estupro,AL,2012,15.033746644
Taxas /100 mil habitantes,Estupro,AC,2012,51.925505257
Taxas /100 mil habitantes,Estupro,TO,2013,30.578474378
Taxas /100 mil habitantes,Estupro,SP,2013,27.613346006
Taxas /100 mil habitantes,Estupro,SE,2013,22.681086615
Taxas /100 mil habitantes,Estupro,SC,2013,45.280147549
Taxas /100 mil habitantes,Estupro,RS,2013,28.188712638
Taxas /100 mil habitantes,Estupro,RR,2013,61.876116639
Taxas /100 mil habitantes,Estupro,RO,2013,48.200049299
Taxas /100 mil habitantes,Estupro,RN,2013,7.113305171
Taxas /100 mil habitantes,Estupro,RJ,2013,35.951711445
Taxas /100 mil habitantes,Estupro,PR,2013,32.589328541
Taxas /100 mil habitantes,Estupro,PI,2013,13.915921448
Taxas /100 mil habitantes,Estupro,PE,2013,27.420169299
Taxas /100 mil habitantes,Estupro,PB,2013,7.919434317
Taxas /100 mil habitantes,Estupro,PA,2013,37.831002450
Taxas /100 mil habitantes,Estupro,MT,2013,43.681666867
Taxas /100 mil habitantes,Estupro,MS,2013,52.603730033
Taxas /100 mil habitantes,Estupro,MG,2013,4.244087268
Taxas /100 mil habitantes,Estupro,MA,2013,15.218636913
Taxas /100 mil habitantes,Estupro,GO,2013,7.973207536
Taxas /100 mil habitantes,Estupro,ES,2013,9.246318272
Taxas /100 mil habitantes,Estupro,DF,2013,31.077931049
Taxas /100 mil habitantes,Estupro,CE,2013,19.078887269
Taxas /100 mil habitantes,Estupro,BA,2013,20.931742379
Taxas /100 mil habitantes,Estupro,AP,2013,63.809871074
Taxas /100 mil habitantes,Estupro,AM,2013,37.632083229
Taxas /100 mil habitantes,Estupro,AL,2013,38.625419767
Taxas /100 mil habitantes,Estupro,AC,2013,51.515654964
Taxas /100 mil habitantes,Estupro,TO,2014,28.392389504
Taxas /100 mil habitantes,Estupro,SP,2014,22.768095345
Taxas /100 mil habitantes,Estupro,SE,2014,22.977382146
Taxas /100 mil habitantes,Estupro,SC,2014,42.098077818
Taxas /100 mil habitantes,Estupro,RS,2014,28.338737859
Taxas /100 mil habitantes,Estupro,RR,2014,55.942817586
Taxas /100 mil habitantes,Estupro,RO,2014,44.494492806
Taxas /100 mil habitantes,Estupro,RN,2014,9.476281425
Taxas /100 mil habitantes,Estupro,RJ,2014,34.481139345
Taxas /100 mil habitantes,Estupro,PR,2014,38.784691002
Taxas /100 mil habitantes,Estupro,PI,2014,15.059693997
Taxas /100 mil habitantes,Estupro,PE,2014,24.045736694
Taxas /100 mil habitantes,Estupro,PB,2014,9.305545167
Taxas /100 mil habitantes,Estupro,PA,2014,36.252508693
Taxas /100 mil habitantes,Estupro,MT,2014,40.318116139
Taxas /100 mil habitantes,Estupro,MS,2014,53.976532042
Taxas /100 mil habitantes,Estupro,MG,2014,19.296716901
Taxas /100 mil habitantes,Estupro,MA,2014,14.873992904
Taxas /100 mil habitantes,Estupro,GO,2014,9.274557880
Taxas /100 mil habitantes,Estupro,ES,2014,6.126048861
Taxas /100 mil habitantes,Estupro,DF,2014,27.240486164
Taxas /100 mil habitantes,Estupro,CE,2014,19.076043305
Taxas /100 mil habitantes,Estupro,BA,2014,17.928953349
Taxas /100 mil habitantes,Estupro,AP,2014,45.677789142
Taxas /100 mil habitantes,Estupro,AM,2014,25.066195667
Taxas /100 mil habitantes,Estupro,AL,2014,17.011385585
Taxas /100 mil habitantes,Estupro,AC,2014,60.498594483
Taxas /100 mil habitantes,Estupro,TO,2015,25.080422354
Taxas /100 mil habitantes,Estupro,SP,2015,20.868769698
Taxas /100 mil habitantes,Estupro,SE,2015,19.750889124
Taxas /100 mil habitantes,Estupro,SC,2015,39.799448322
Taxas /100 mil habitantes,Estupro,RS,2015,36.255424533
Taxas /100 mil habitantes,Estupro,RR,2015,39.749636617
Taxas /100 mil habitantes,Estupro,RO,2015,39.135755829
Taxas /100 mil habitantes,Estupro,RN,2015,9.296447740
Taxas /100 mil habitantes,Estupro,RJ,2015,26.906305393
Taxas /100 mil habitantes,Estupro,PR,2015,36.567172068
Taxas /100 mil habitantes,Estupro,PI,2015,16.826597387
Taxas /100 mil habitantes,Estupro,PE,2015,20.747724893
Taxas /100 mil habitantes,Estupro,PB,2015,7.275561515
Taxas /100 mil habitantes,Estupro,PA,2015,33.650911003
Taxas /100 mil habitantes,Estupro,MT,2015,45.444996549
Taxas /100 mil habitantes,Estupro,MS,2015,53.899409143
Taxas /100 mil habitantes,Estupro,MG,2015,19.028131590
Taxas /100 mil habitantes,Estupro,MA,2015,13.788626440
Taxas /100 mil habitantes,Estupro,GO,2015,7.971947217
Taxas /100 mil habitantes,Estupro,ES,2015,5.165511382
Taxas /100 mil habitantes,Estupro,DF,2015,21.407766491
Taxas /100 mil habitantes,Estupro,CE,2015,16.327493129
Taxas /100 mil habitantes,Estupro,BA,2015,16.765397692
Taxas /100 mil habitantes,Estupro,AP,2015,42.260189727
Taxas /100 mil habitantes,Estupro,AM,2015,18.434181340
