Measure Names,Tipo de crime,UF,Year of Ano (data),Measure Values
Taxa /100 mil habitantes,Roubo (outros),SE,2010,189.570821848
Taxa /100 mil habitantes,Roubo (outros),SC,2010,72.802640292
Taxa /100 mil habitantes,Roubo (outros),RS,2010,49.006128489
Taxa /100 mil habitantes,Roubo (outros),RR,2010,247.461350444
Taxa /100 mil habitantes,Roubo (outros),RO,2010,172.468725391
Taxa /100 mil habitantes,Roubo (outros),RN,2010,146.753998212
Taxa /100 mil habitantes,Roubo (outros),RJ,2010,122.240840273
Taxa /100 mil habitantes,Roubo (outros),PR,2010,507.420988854
Taxa /100 mil habitantes,Roubo (outros),PI,2010,208.116843242
Taxa /100 mil habitantes,Roubo (outros),PE,2010,94.094389081
Taxa /100 mil habitantes,Roubo (outros),PB,2010,7.121841352
Taxa /100 mil habitantes,Roubo (outros),PA,2010,224.446672968
Taxa /100 mil habitantes,Roubo (outros),MT,2010,70.933196211
Taxa /100 mil habitantes,Roubo (outros),MS,2010,34.107495726
Taxa /100 mil habitantes,Roubo (outros),MG,2010,66.506936121
Taxa /100 mil habitantes,Roubo (outros),MA,2010,305.441649455
Taxa /100 mil habitantes,Roubo (outros),GO,2010,34.019650816
Taxa /100 mil habitantes,Roubo (outros),ES,2010,32.700041626
Taxa /100 mil habitantes,Roubo (outros),DF,2010,35.740720671
Taxa /100 mil habitantes,Roubo (outros),CE,2010,
Taxa /100 mil habitantes,Roubo (outros),BA,2010,67.658375581
Taxa /100 mil habitantes,Roubo (outros),AP,2010,28.563559019
Taxa /100 mil habitantes,Roubo (outros),AM,2010,70.668240771
Taxa /100 mil habitantes,Roubo (outros),AL,2010,78.252733121
Taxa /100 mil habitantes,Roubo (outros),AC,2010,393.084865212
Taxa /100 mil habitantes,Roubo (outros),TO,2011,26.541140505
Taxa /100 mil habitantes,Roubo (outros),SP,2011,549.155737436
Taxa /100 mil habitantes,Roubo (outros),SE,2011,274.610952284
Taxa /100 mil habitantes,Roubo (outros),SC,2011,44.413701138
Taxa /100 mil habitantes,Roubo (outros),RS,2011,43.641017715
Taxa /100 mil habitantes,Roubo (outros),RR,2011,319.613229690
Taxa /100 mil habitantes,Roubo (outros),RO,2011,80.204212264
Taxa /100 mil habitantes,Roubo (outros),RN,2011,229.795875970
Taxa /100 mil habitantes,Roubo (outros),RJ,2011,108.862201744
Taxa /100 mil habitantes,Roubo (outros),PR,2011,99.312217149
Taxa /100 mil habitantes,Roubo (outros),PI,2011,235.877137429
Taxa /100 mil habitantes,Roubo (outros),PE,2011,78.554430750
Taxa /100 mil habitantes,Roubo (outros),PB,2011,9.060035586
Taxa /100 mil habitantes,Roubo (outros),PA,2011,1293.099722871
Taxa /100 mil habitantes,Roubo (outros),MT,2011,59.071650875
Taxa /100 mil habitantes,Roubo (outros),MS,2011,32.615100157
Taxa /100 mil habitantes,Roubo (outros),MG,2011,72.586222316
Taxa /100 mil habitantes,Roubo (outros),MA,2011,307.975878196
Taxa /100 mil habitantes,Roubo (outros),GO,2011,54.555967223
Taxa /100 mil habitantes,Roubo (outros),ES,2011,25.817117096
Taxa /100 mil habitantes,Roubo (outros),DF,2011,31.563808434
Taxa /100 mil habitantes,Roubo (outros),CE,2011,
Taxa /100 mil habitantes,Roubo (outros),BA,2011,61.834844056
Taxa /100 mil habitantes,Roubo (outros),AP,2011,4.411944700
Taxa /100 mil habitantes,Roubo (outros),AM,2011,84.100900389
Taxa /100 mil habitantes,Roubo (outros),AL,2011,81.319863144
Taxa /100 mil habitantes,Roubo (outros),AC,2011,316.584203383
Taxa /100 mil habitantes,Roubo (outros),TO,2012,117.137834012
Taxa /100 mil habitantes,Roubo (outros),SP,2012,532.212967994
Taxa /100 mil habitantes,Roubo (outros),SE,2012,433.321342688
Taxa /100 mil habitantes,Roubo (outros),SC,2012,133.504653093
Taxa /100 mil habitantes,Roubo (outros),RS,2012,399.334032543
Taxa /100 mil habitantes,Roubo (outros),RR,2012,290.352409758
Taxa /100 mil habitantes,Roubo (outros),RO,2012,526.219606483
